carat,cut_ord,color_ord,clarity_ord,depth,table,log_price,price
2.67,1,4,1,63.8,58.0,9.835529859352901,18686
0.3,0,0,3,64.8,58.0,6.030685260261263,416
0.31,2,4,6,61.8,59.0,6.799055862058796,897
0.57,3,4,3,60.3,58.0,7.469654172932128,1754
0.59,2,4,3,62.9,55.0,7.3914152346753585,1622
0.42,4,2,4,62.4,57.0,6.741700694652055,847
0.73,2,4,2,61.4,60.0,7.891704659330107,2675
0.53,3,5,2,61.9,56.0,7.382124365737512,1607
0.71,4,5,1,59.3,56.0,7.778211474512493,2388
0.43,3,6,2,61.2,58.0,6.96979066990159,1064
0.53,3,6,2,61.4,58.0,7.356279876550748,1566
0.43,4,4,7,61.5,56.0,7.365180126021013,1580
1.05,1,1,3,63.1,58.0,8.418256443556213,4529
0.37,1,4,3,63.3,56.0,6.61472560020376,746
0.7,2,2,3,61.4,54.0,7.6676260915849905,2138
2.17,2,1,2,62.1,61.0,9.66523036341187,15760
0.32,4,3,3,61.4,55.0,6.329720905522696,561
0.4,2,6,1,62.8,56.0,6.501289670540389,666
2.01,2,1,3,62.1,60.0,9.675268643355135,15919
1.14,3,3,1,62.8,58.0,8.350666240520924,4233
0.32,4,1,3,62.5,55.0,6.1070228877422545,449
0.33,4,5,3,61.9,56.0,6.833031732786201,928
1.26,0,1,1,64.8,57.0,8.423102268016642,4551
0.52,4,4,5,60.6,56.0,7.667158255319148,2137
0.51,3,2,2,60.0,61.0,7.0587581525186645,1163
0.5,4,3,1,62.1,55.0,6.97914527506881,1074
0.9,2,4,3,61.7,57.0,8.41027590907016,4493
0.31,2,1,2,62.3,58.0,6.035481432524756,418
1.03,3,2,4,62.5,59.0,8.6347984334905,5624
1.13,4,1,3,62.3,56.0,8.505120610181969,4940
3.01,4,0,0,65.4,60.0,9.713416042282113,16538
0.54,2,6,3,61.1,55.0,7.545389749611823,1892
0.7,2,4,2,59.7,56.9,7.784473235736469,2403
0.46,2,6,6,62.2,56.0,7.48324441607385,1778
0.61,4,3,4,60.9,57.0,7.681099001536359,2167
0.27,4,2,3,61.7,56.0,6.111467339502679,451
0.31,1,2,6,63.3,56.0,6.561030665896573,707
0.31,4,3,7,62.8,56.0,6.666956792429207,786
0.4,3,4,2,61.7,59.0,6.645090969505644,769
1.51,3,3,2,60.6,60.0,9.236690147298965,10267
0.41,1,2,3,63.4,58.0,6.626717749249025,755
0.54,4,2,2,62.2,56.0,7.050989447068045,1154
0.3,4,5,3,62.0,55.0,6.489204931325317,658
0.57,4,5,2,61.8,57.0,7.454719949364001,1728
1.2,0,4,0,65.7,56.0,7.871692664323645,2622
1.0,3,1,4,60.6,58.0,8.313116702819253,4077
0.93,1,6,1,61.4,63.0,8.334471554600944,4165
1.59,4,2,5,62.6,54.0,9.470471375340674,12971
0.4,4,5,2,62.5,57.0,6.561030665896573,707
0.91,1,3,1,63.3,57.0,8.113726085970747,3340
0.38,3,2,4,61.6,58.0,6.890609120147166,983
0.34,4,3,3,62.5,57.0,6.39024066706535,596
0.7,4,4,6,62.5,57.0,8.211482916445066,3683
0.9,2,6,3,63.3,59.0,8.513385953073284,4981
1.05,4,1,1,61.8,59.0,8.460199469896118,4723
0.8,4,6,2,61.7,56.0,8.069342366811636,3195
1.01,3,1,1,62.9,58.0,8.149312843635345,3461
0.51,4,2,5,61.2,57.0,7.419979923661835,1669
1.08,1,3,1,63.2,57.0,8.352554369474591,4241
1.01,3,4,1,61.3,60.0,8.411165786770708,4497
0.41,4,4,4,62.0,57.0,6.914730892718563,1007
0.74,2,4,2,61.5,58.0,7.8567067930958405,2583
0.9,4,5,1,61.9,54.0,8.28349412616251,3958
0.41,4,5,2,61.4,57.0,6.558197802812269,705
0.31,4,2,2,61.8,54.0,6.139884552226255,464
0.42,4,6,6,61.8,56.0,7.344072850573066,1547
0.32,4,0,6,62.3,54.0,6.202535517187923,494
0.3,4,2,2,61.6,57.0,6.349138991379798,572
1.06,4,3,5,61.4,56.0,9.17419492533983,9645
0.78,4,0,4,61.9,57.0,7.768533300926033,2365
1.24,4,2,4,63.0,56.0,8.884887201837403,7222
0.27,4,2,3,61.8,56.0,6.395261598115449,599
1.08,3,4,3,62.8,59.0,8.86488793377419,7079
0.31,2,5,6,62.3,59.0,6.777646593635117,878
0.27,4,5,5,63.0,56.0,6.683360945766275,799
1.01,2,3,3,61.9,58.0,8.707317560273212,6047
1.7,1,5,3,64.1,60.0,9.641148287756142,15385
0.56,4,5,3,60.7,57.0,7.506042178518122,1819
0.34,3,5,3,62.6,58.0,6.862757913051401,956
0.61,4,1,6,62.5,54.0,7.44600149832412,1713
0.52,4,5,2,61.1,57.0,7.412160334945205,1656
0.33,2,4,5,61.6,57.0,6.68586094706836,801
0.3,4,6,2,62.2,56.0,6.313548046277095,552
0.46,2,3,6,61.7,60.0,7.253470382684528,1413
1.16,4,3,1,61.9,56.0,8.492900498847193,4880
0.51,4,1,3,60.6,57.0,6.966024187106113,1060
0.7,2,4,3,63.4,56.0,7.805882040228621,2455
2.24,4,0,3,61.8,54.0,9.636653312597184,15316
0.3,4,5,6,62.6,54.0,6.716594773520978,826
0.75,4,2,2,60.4,57.0,7.937731775260109,2801
0.38,2,6,5,61.9,56.0,7.090076835776092,1200
2.01,0,1,0,55.9,64.0,8.647519453091812,5696
0.41,4,5,2,62.6,57.0,6.626717749249025,755
0.39,0,5,2,65.6,60.0,6.398594934535208,601
0.7,4,4,6,62.4,55.0,8.375860015299594,4341
1.51,2,3,4,59.5,59.0,9.548810611260068,14028
0.46,4,2,2,61.7,55.0,6.693323668269949,807
0.7,4,5,3,61.1,59.0,8.071218539969863,3201
0.38,4,6,3,60.7,56.0,6.694562058521095,808
2.01,2,4,1,62.3,63.0,9.77075584008217,17514
0.33,3,4,3,62.2,58.0,6.501289670540389,666
0.9,2,4,2,63.6,58.0,8.255308811785596,3848
0.78,1,5,1,63.7,54.0,7.767687277186908,2363
2.01,2,2,4,63.5,53.0,9.675959402904095,15930
0.7,2,3,2,62.1,56.0,7.684783943522785,2175
0.23,4,2,6,61.1,55.0,6.182084906716632,484
0.33,4,1,1,61.8,55.0,5.998936561946683,403
0.31,4,3,7,61.9,53.0,6.792344427470809,891
0.51,1,5,2,57.4,62.0,7.215975002651466,1361
0.82,4,4,1,60.9,57.0,7.994969522697877,2966
1.54,1,5,0,63.3,60.0,8.74209519574531,6261
0.53,4,3,1,62.4,56.0,6.996681488176539,1093
0.39,2,2,3,63.1,58.0,6.825460036255307,921
0.71,3,6,2,62.7,60.0,7.936302693201959,2797
0.33,1,1,5,63.7,56.0,6.610696044717759,743
0.72,4,6,1,62.7,55.0,7.881182202227102,2647
0.38,4,5,4,62.2,54.1,7.0326242610280065,1133
0.9,1,5,1,63.2,57.0,8.131824785007195,3401
1.16,4,1,2,61.5,60.0,8.464214266625351,4742
1.01,3,4,4,61.3,58.0,8.85352256068954,6999
0.71,2,5,1,63.1,56.0,7.769800996003896,2368
0.95,3,4,1,58.4,57.0,7.96102146588337,2867
1.82,4,4,2,61.8,58.0,9.667891793282678,15802
0.51,4,4,5,61.9,56.0,7.599901959208498,1998
1.52,2,1,2,62.6,60.0,9.071423072789514,8703
1.54,4,3,1,61.7,56.0,9.162199996648248,9530
0.34,4,5,4,59.1,57.0,6.548219102762372,698
1.51,1,4,3,64.0,59.0,9.081824949740755,8794
0.52,3,5,4,61.7,58.0,7.506042178518122,1819
0.31,4,2,6,62.6,53.0,6.532334292222349,687
0.25,4,5,5,61.1,56.0,6.450470422144176,633
0.41,3,3,4,62.7,57.0,6.8679744089702925,961
1.03,3,2,2,62.4,58.0,8.360305435879093,4274
0.3,4,2,4,62.1,54.0,6.26530121273771,526
0.33,4,3,7,61.9,56.0,6.829793737512425,925
0.52,4,4,7,60.3,60.0,7.794411205726601,2427
0.52,4,6,3,61.7,56.0,7.5595594960077,1919
0.54,4,3,3,62.3,54.0,7.400620577371135,1637
0.33,2,6,4,63.2,56.0,7.011213987350367,1109
1.01,2,3,4,63.1,55.0,8.823942326585245,6795
0.3,2,5,6,62.1,57.0,6.759255270663693,862
0.3,4,5,2,61.4,56.0,6.579251212010101,720
1.35,3,3,4,62.1,59.0,9.211539652551664,10012
1.21,4,5,5,61.7,57.0,9.522300336887486,13661
0.9,3,2,2,60.0,56.0,8.19671240721307,3629
0.43,4,5,3,62.0,57.0,6.954638864880987,1048
1.5,1,0,5,63.3,57.0,9.021115038865434,8276
1.7,4,1,5,61.7,57.0,9.491526390684262,13247
1.01,4,6,5,61.1,57.0,9.310818990542401,11057
0.82,3,0,2,61.2,58.0,7.733245646529795,2283
0.7,0,4,2,64.8,60.0,7.681099001536359,2167
0.38,4,6,4,61.9,53.5,6.890609120147166,983
1.76,4,1,5,60.2,58.0,9.551444720923957,14065
0.32,4,2,5,62.2,54.0,6.4425401664681985,628
0.76,4,5,1,61.6,55.0,7.893572073504902,2680
1.71,3,5,2,59.1,58.0,9.607907707957207,14882
1.72,1,4,2,63.2,61.0,9.510370887608827,13499
0.7,4,3,2,61.9,56.0,7.789040401657477,2414
0.25,2,5,5,62.1,58.0,6.354370040797351,575
0.3,4,6,3,59.5,56.0,6.406879986069314,606
0.33,2,3,2,61.2,56.0,6.255750041753367,521
1.5,2,1,3,62.5,59.0,9.09301972939964,8893
1.35,2,1,3,62.1,62.0,8.848078421168667,6961
0.71,4,4,4,61.5,56.0,8.21878715560148,3710
0.32,2,6,3,58.8,59.0,6.470799503782602,646
1.28,4,4,1,59.7,57.0,8.337827262447915,4179
0.71,4,6,1,62.5,56.0,7.818832443803404,2487
0.39,2,2,5,62.1,58.0,6.75110146893676,855
1.14,4,1,4,61.1,56.0,8.85907931788153,7038
0.51,4,0,4,61.6,54.0,6.895682697747868,988
1.03,4,3,6,62.4,57.0,9.060447282401565,8608
0.46,4,4,4,62.7,56.0,7.257002707092073,1418
0.41,3,5,2,61.4,56.0,6.876264611890766,969
0.77,3,1,3,61.6,58.0,7.729735331385051,2275
0.74,2,6,3,62.4,57.0,7.974532844130228,2906
0.7,1,1,1,63.4,59.0,7.4377951216719325,1699
0.3,4,2,5,62.1,56.0,6.654152520183219,776
0.22,0,5,3,65.1,61.0,5.820082930352362,337
0.59,1,6,2,63.7,56.0,7.434847875211999,1694
0.7,4,3,2,61.7,55.0,7.994632311431825,2965
0.41,2,4,4,60.8,58.0,6.914730892718563,1007
2.22,2,0,1,62.8,57.0,9.516279760698795,13579
1.0,4,5,1,62.0,57.0,8.438799123988225,4623
1.51,4,3,3,62.0,56.0,9.490544554572004,13234
1.0,4,2,2,61.4,55.0,8.404919948933452,4469
0.44,4,6,2,61.6,56.0,6.731018100482083,838
0.72,4,5,2,62.7,55.0,7.9676267393338165,2886
0.41,3,6,3,61.8,58.0,6.740519359606223,846
0.24,2,5,5,62.2,56.0,6.410174881966167,608
0.27,3,6,3,62.0,57.0,6.401917196727186,603
0.52,4,2,7,61.8,55.0,7.494430215031565,1798
0.52,4,3,1,61.5,56.0,7.064759027791802,1170
2.22,4,3,1,62.5,54.0,9.748177867988971,17123
0.31,4,5,2,62.7,54.0,6.548219102762372,698
0.38,3,5,3,60.5,62.0,7.013915474810528,1112
0.42,4,5,2,61.5,55.0,6.899723107284872,992
0.91,2,2,1,58.4,63.0,8.133880887949207,3408
1.01,1,3,2,63.9,57.0,8.449342524508063,4672
0.54,2,4,3,63.0,56.8,7.4645098346365275,1745
0.74,4,4,1,61.9,56.0,7.872073979866873,2623
1.0,3,5,1,61.0,62.0,8.34283980427146,4200
0.54,2,4,2,63.0,57.0,7.134890851565884,1255
1.03,4,6,1,62.8,56.0,8.46884293047519,4764
1.19,4,3,5,60.7,57.0,9.168163293076997,9587
0.34,2,4,1,63.3,54.0,6.352629396319567,574
0.3,2,4,4,63.1,59.0,6.401917196727186,603
1.5,2,4,5,63.8,59.0,9.687567846311238,16116
0.9,3,6,2,59.5,57.0,8.213110697596676,3689
0.32,4,3,4,61.9,55.0,6.400257445308821,602
1.71,4,3,4,61.4,57.0,9.74384682996523,17049
1.05,4,4,3,61.6,54.0,8.826147399143558,6810
1.5,0,1,1,70.1,58.0,8.372860820526318,4328
1.18,3,2,2,61.8,58.0,8.647519453091812,5696
1.7,4,2,1,62.1,57.0,8.89192414015454,7273
1.51,3,4,3,62.0,62.0,9.530320210727126,13771
0.3,4,5,3,61.5,55.0,6.489204931325317,658
1.02,4,2,1,61.6,55.0,7.957177323459475,2856
1.0,1,4,3,63.3,55.0,8.743053050224676,6267
1.01,4,0,2,62.9,56.0,8.247482004285693,3818
1.0,3,5,2,60.3,62.0,8.39728289474368,4435
1.01,4,5,1,63.0,56.0,8.323122887587735,4118
1.01,4,1,2,61.9,59.0,8.442038517815478,4638
1.5,3,0,6,62.3,62.0,9.055789612127585,8568
0.7,2,2,4,62.3,57.0,7.8399193600125825,2540
1.54,3,3,2,61.0,59.0,9.396321889601625,12044
1.2,4,2,2,61.1,56.0,8.849083518532339,6968
1.01,4,6,3,62.7,57.0,8.960852845322371,7792
1.05,3,2,4,60.1,57.0,8.680331928793418,5886
0.31,2,6,2,63.1,57.0,6.595780513961311,732
0.53,4,3,5,61.4,57.0,7.62608275807238,2051
0.43,4,3,5,60.9,57.0,7.249925536717988,1408
0.51,4,5,2,62.0,55.0,7.274479558773871,1443
1.08,4,4,5,62.1,55.0,9.215526898663482,10052
0.4,2,6,2,63.0,59.0,6.536691597591305,690
0.31,4,4,7,62.3,54.0,6.81783057145415,914
1.02,3,6,1,60.9,61.0,8.385032287813898,4381
0.42,4,3,4,62.5,54.0,6.825460036255307,921
0.32,4,4,6,60.7,56.0,6.807934943699926,905
0.37,2,3,1,63.3,55.0,6.436150368369428,624
1.51,3,4,3,61.9,59.0,9.570389616553864,14334
0.32,2,2,2,63.1,58.0,6.3818160174060985,591
0.38,3,4,6,59.2,58.0,7.136483208590247,1257
0.71,2,0,1,60.7,61.0,7.498315870766981,1805
1.63,2,4,2,59.7,62.0,9.415890054889344,12282
1.27,4,5,4,61.8,57.0,9.379238908437996,11840
3.0,2,2,0,63.1,55.0,8.781401907682376,6512
0.42,4,3,6,61.2,57.0,7.072421900537371,1179
0.33,4,4,6,61.8,57.0,6.86171134048073,955
1.7,3,3,4,61.0,59.0,9.712387577930592,16521
1.01,1,3,2,63.5,60.0,8.431199478249262,4588
0.35,4,4,7,60.9,56.0,6.942156705699469,1035
0.24,2,5,3,61.5,58.0,6.037870919922137,419
1.5,4,3,2,61.7,56.0,9.23200401161221,10219
1.66,3,0,5,62.6,59.0,9.216521231051264,10062
0.52,4,3,3,60.8,57.0,7.374629015218945,1595
1.0,1,6,3,64.1,58.0,8.762333040602343,6389
1.01,2,6,1,61.4,60.0,8.425954710981966,4564
0.64,4,1,1,61.2,55.0,7.136483208590247,1257
0.44,3,3,5,61.3,60.0,6.985641817639208,1081
0.41,4,5,6,61.1,56.0,7.4645098346365275,1745
2.07,4,2,1,62.3,59.0,9.618202604684068,15036
0.32,4,1,7,60.8,54.0,6.761572768804055,864
1.02,3,4,1,62.0,59.0,8.351846738828245,4238
0.74,4,1,4,60.7,56.0,7.875119281040293,2631
0.41,1,1,5,63.9,55.0,6.717804695023691,827
0.42,4,5,4,60.9,57.0,7.22402480828583,1372
0.33,3,6,2,61.5,60.0,6.659293919683638,780
0.73,2,5,3,63.1,55.0,8.028129059431759,3066
1.02,2,5,1,62.9,56.0,8.388905171114706,4398
1.54,1,5,2,63.8,57.0,9.455558477608703,12779
1.13,2,2,3,61.7,56.0,8.63497622707262,5625
2.0,1,1,2,63.9,57.0,9.437794618877478,12554
1.0,2,5,5,61.9,61.0,8.958925938694943,7777
0.31,3,5,3,61.0,59.0,6.77078942390898,872
0.3,4,5,5,61.1,57.0,6.729824070489475,837
1.28,3,3,3,61.4,58.0,9.042868018032435,8458
0.4,4,1,4,61.5,59.0,6.601230118728877,736
1.08,4,3,1,62.7,54.0,8.249313746260636,3825
1.29,3,3,3,58.7,58.0,9.087268374386188,8842
1.0,1,6,2,58.5,64.0,8.581294116822761,5331
0.31,1,5,2,63.1,55.0,6.298949246855942,544
0.91,4,2,3,63.0,56.0,8.22764270790443,3743
0.71,2,3,3,63.5,59.0,7.667158255319148,2137
1.01,4,1,1,62.8,57.0,8.353261499733874,4244
0.4,4,4,6,61.3,56.0,7.187657164114956,1323
0.69,1,3,4,60.8,64.0,7.697121317282625,2202
0.3,2,2,5,63.0,56.0,6.405228458030842,605
0.81,2,5,2,63.8,58.0,7.99699040583765,2972
0.43,4,2,4,61.2,56.0,6.745236349484363,850
0.91,1,5,3,56.3,64.0,8.481151420068972,4823
1.25,4,3,5,61.5,55.0,9.27199975236291,10636
2.27,3,0,4,62.4,58.0,9.740615619563487,16994
0.25,4,4,4,62.1,57.0,6.38856140554563,595
1.01,3,6,4,61.8,54.0,9.012011377036412,8201
1.02,4,6,2,61.7,56.0,8.931155429778348,7564
1.34,4,3,6,62.2,56.0,9.36220272128543,11640
0.72,4,4,1,62.1,57.0,7.714677473800927,2241
0.9,3,5,1,61.7,58.0,8.250620082174692,3830
0.33,4,2,3,61.8,54.0,6.289715570908998,539
0.71,2,5,5,61.7,60.0,8.124446855715847,3376
0.37,4,5,6,61.5,56.0,7.072421900537371,1179
0.35,4,3,5,61.8,55.0,6.709304340258298,820
0.31,3,3,5,62.2,59.0,6.561030665896573,707
0.24,2,5,5,62.9,59.0,6.313548046277095,552
0.31,4,1,3,59.9,57.0,6.075346031088684,435
1.5,1,1,3,61.9,60.0,9.025936648977904,8316
0.41,4,4,4,62.1,56.0,6.98100574072173,1076
0.41,2,4,7,61.6,58.0,7.180069874302796,1313
0.77,3,0,2,61.8,59.0,7.554334823725748,1909
0.44,4,5,3,61.9,55.0,6.910750787961936,1003
0.5,3,4,2,62.7,61.0,7.1592919047975645,1286
0.57,4,2,6,60.9,56.0,7.575071699507561,1949
0.41,4,6,2,62.7,56.0,6.922643891475888,1015
0.43,2,1,1,61.5,54.0,6.53813982376767,691
0.24,2,6,5,62.9,59.0,6.198478716492308,492
1.1,4,4,5,61.2,56.0,9.257891673834406,10487
0.3,1,3,7,63.8,55.0,6.796823718274855,895
0.31,1,5,2,63.9,56.0,6.548219102762372,698
0.55,4,5,2,60.7,57.0,7.346655163176539,1551
0.53,2,2,4,63.3,56.0,7.353081920515432,1561
0.51,2,6,3,63.7,55.0,7.377133712833954,1599
0.35,2,6,3,62.6,56.0,6.580639137284949,721
1.05,4,0,1,61.6,57.0,8.193123721512068,3616
1.37,3,3,1,62.4,58.0,8.741935464094144,6260
1.09,1,2,5,58.8,61.0,8.802522498284421,6651
0.92,1,5,2,63.3,57.0,8.202208436436448,3649
1.4,2,1,3,59.2,60.0,8.949235314374855,7702
1.0,2,4,6,61.7,57.0,9.158204617555654,9492
0.92,3,5,2,61.3,58.0,8.384575666801398,4379
0.75,4,5,2,61.7,56.0,7.994294986415977,2964
1.03,4,3,4,62.2,59.0,8.88336291691676,7211
0.3,2,3,2,62.6,57.0,6.102558594613569,447
0.71,2,3,2,63.3,56.0,7.729295674310482,2274
0.46,1,4,4,56.5,61.0,7.053585727193677,1157
0.33,4,3,4,62.9,57.0,6.74993119378857,854
1.0,3,5,5,61.6,59.0,9.110520036693972,9050
0.31,4,6,2,62.3,56.0,6.306275286948016,548
1.04,4,2,3,62.2,57.0,8.721439305625983,6133
0.31,4,3,4,62.1,55.0,6.687108607866515,802
1.2,3,2,1,62.4,61.0,8.551401362745974,5174
1.52,2,6,1,61.2,63.0,9.108307646411031,9030
0.33,4,3,6,62.3,55.0,7.01571242048723,1114
0.71,4,3,2,62.1,56.0,7.882314918980268,2650
1.22,2,3,2,63.4,57.0,8.744806737401898,6278
1.0,3,3,3,61.3,62.0,8.70748291785937,6048
0.7,4,3,2,61.6,55.0,8.05356916913454,3145
2.0,3,6,1,61.9,59.0,9.480214825777999,13098
2.29,2,1,2,61.8,59.0,9.801897696774494,18068
1.02,4,5,1,63.0,57.0,8.4069317971587,4478
0.3,4,6,2,61.0,56.0,6.5638555265321274,709
0.71,4,6,4,60.4,60.0,8.182000136293405,3576
1.56,4,2,1,62.3,55.0,8.812248018197431,6716
2.33,2,2,1,63.2,56.0,9.51044496442652,13500
0.75,2,6,2,63.9,56.0,8.034306936339489,3085
0.31,4,2,2,61.0,56.0,6.272877006546167,530
0.3,3,2,4,62.6,59.0,6.51471269087253,675
0.8,2,1,3,62.0,58.0,7.949091499830517,2833
0.57,1,3,3,58.2,66.0,7.504391559161238,1816
0.71,0,6,2,66.3,56.0,7.771488760117616,2372
2.01,3,0,2,62.3,59.0,9.396653950039674,12048
1.0,3,5,3,63.0,58.0,8.877381954654766,7168
2.38,3,0,3,62.1,58.0,9.828710125578304,18559
0.52,2,0,6,61.7,55.5,7.217443431696533,1363
0.3,2,0,4,59.5,60.0,6.056784013228625,427
0.58,1,3,2,63.5,56.0,7.166265974133638,1295
0.42,2,3,3,60.1,61.0,6.741700694652055,847
0.54,4,2,5,61.6,56.0,7.40184157874383,1639
0.5,4,4,3,62.7,57.0,7.269616749608169,1436
1.07,4,3,4,62.0,56.0,8.881558488638976,7198
0.7,3,1,6,62.9,58.0,7.8383433155571165,2536
1.18,3,3,1,62.5,54.0,8.554488976159934,5190
1.51,2,1,1,63.1,60.0,8.827468112520654,6819
0.26,1,6,5,63.6,56.0,6.584791392385716,724
0.42,3,3,6,62.7,58.0,7.118826249062078,1235
1.2,3,0,2,60.7,60.0,8.414938957377482,4514
0.44,2,0,4,63.1,57.0,6.792344427470809,891
0.57,4,5,2,61.5,56.0,7.269616749608169,1436
1.01,3,5,2,62.4,58.0,8.389132521348719,4399
1.0,4,3,1,60.3,57.0,8.168486417126681,3528
0.51,3,3,4,59.6,58.0,7.513709247839705,1833
0.53,3,5,3,60.9,60.0,7.502738210754851,1813
1.7,2,0,4,63.6,58.0,9.17812704961153,9683
0.5,4,6,1,61.0,57.0,7.1308988302963465,1250
0.25,1,4,4,63.6,57.0,6.324358962381311,558
0.96,0,3,1,72.2,56.0,7.798933310041217,2438
0.7,4,1,2,62.1,58.0,7.641564441260972,2083
0.52,3,5,3,62.5,56.0,7.503840746698951,1815
0.34,3,6,1,60.6,60.0,6.476972362889683,650
1.5,3,4,4,59.6,60.0,9.647174939830405,15478
0.3,2,2,5,60.6,58.0,6.405228458030842,605
1.03,2,3,3,62.2,57.0,8.822616945344176,6786
0.7,2,2,2,63.5,57.0,7.652545692693921,2106
1.06,3,6,2,58.9,61.0,8.696677393390031,5983
0.64,4,6,2,62.1,56.0,7.584264818389059,1967
1.32,2,2,2,62.4,58.0,8.870522545103873,7119
0.71,2,2,2,62.1,61.0,7.763871287820222,2354
1.07,3,4,2,59.6,58.0,8.623533227187563,5561
1.2,2,4,5,61.4,60.0,9.299358068293836,10931
1.23,4,3,3,61.5,54.0,9.003685138166775,8133
0.8,1,5,1,63.7,54.0,7.947678571301568,2829
1.29,4,2,2,61.6,57.0,8.79300509129753,6588
0.56,2,3,4,60.2,56.0,7.430114138561801,1686
0.76,4,6,2,62.8,57.0,8.031060180240619,3075
0.4,4,0,6,61.9,56.0,7.035268599281097,1136
0.24,4,4,3,61.8,57.0,6.0330862217988015,417
0.31,4,3,7,62.0,54.0,6.792344427470809,891
0.32,2,3,1,60.7,61.0,5.961005339623274,388
0.3,4,5,5,60.2,57.0,6.920671504248683,1013
0.39,4,4,2,61.8,55.0,6.786716950605081,886
0.5,2,6,2,58.8,60.0,7.269616749608169,1436
2.0,4,1,2,62.8,56.0,9.618668045697824,15043
0.43,3,6,6,59.6,58.0,7.367708572374371,1584
1.02,2,2,2,63.0,58.0,8.43750042250699,4617
0.36,4,2,2,61.6,56.0,6.2878585601617845,538
0.54,2,1,2,61.3,60.0,6.983789965258135,1079
1.0,4,1,2,62.5,56.0,8.444407421690585,4649
1.31,3,0,2,59.4,60.0,8.602636673233706,5446
0.73,4,6,2,62.4,53.0,8.069342366811636,3195
0.49,3,2,3,59.5,62.0,7.005789019253503,1103
0.58,4,1,6,63.0,57.0,7.471932078245122,1758
1.01,1,5,2,64.1,62.0,8.389132521348719,4399
0.32,4,5,5,60.4,59.0,6.658011045870748,779
0.9,2,1,3,60.7,59.0,8.21851757748959,3709
0.42,4,3,7,62.6,53.0,7.161622002939187,1289
1.0,1,3,2,61.6,62.0,8.41803561988302,4528
1.85,2,2,0,63.3,56.0,8.646113971483077,5688
0.71,2,3,4,64.0,56.0,7.874739125171811,2630
0.42,4,3,4,62.7,54.0,6.825460036255307,921
0.57,3,6,3,60.4,57.0,7.4815557019095165,1775
1.22,4,2,4,61.9,54.0,9.037295651962438,8411
0.59,4,3,7,59.5,58.0,7.844240718141811,2551
0.51,4,1,3,62.1,54.0,7.030857476116121,1131
2.01,2,1,3,62.4,58.0,9.773948181181144,17570
1.0,1,3,1,58.1,65.0,8.172164452111904,3541
0.92,2,4,2,63.5,58.0,8.28576542051433,3967
2.24,3,0,1,62.2,59.0,9.534378481388618,13827
0.34,3,1,2,60.2,59.0,6.102558594613569,447
1.51,0,0,2,63.4,60.0,8.850230965588816,6976
1.2,2,3,1,62.1,56.0,8.553139318189707,5183
2.1,3,0,3,61.3,59.0,9.572132202294377,14359
0.35,4,1,4,61.6,56.0,6.313548046277095,552
1.01,3,4,2,62.9,58.0,8.53503310954457,5090
1.25,4,5,3,62.6,56.0,9.035986984831405,8400
0.3,4,5,7,61.3,58.0,6.863803391452954,957
1.37,3,0,5,59.4,61.0,8.898228985601227,7319
0.53,2,4,1,62.5,57.0,7.0317412587631285,1132
1.0,2,6,1,62.3,56.0,8.3774712482411,4348
0.31,4,5,4,60.9,57.0,6.598509028614515,734
0.31,3,4,3,59.7,60.0,6.437751649736401,625
1.01,1,4,4,62.9,64.0,8.631592731724734,5606
1.01,4,2,2,60.4,58.0,8.556413904569519,5200
0.55,4,1,4,62.2,55.0,7.121252453244542,1238
0.7,2,6,5,61.1,57.0,8.19478163844336,3622
0.54,4,2,6,61.3,56.0,7.536363938404511,1875
0.56,3,2,4,60.1,58.0,7.368339686311381,1585
0.3,1,5,2,63.7,58.0,6.26530121273771,526
0.57,3,4,3,62.0,54.0,7.473069088032197,1760
0.31,3,3,3,61.0,56.0,6.548219102762372,698
1.0,3,1,2,60.5,59.0,8.34283980427146,4200
0.41,3,4,4,59.9,58.0,6.98100574072173,1076
0.81,4,5,1,60.3,57.0,7.9599745280805365,2864
0.41,4,5,1,60.7,57.0,6.52649485957079,683
0.59,4,2,6,62.1,55.0,7.693025748417888,2193
2.02,3,2,2,62.1,61.0,9.740085880594684,16985
0.45,3,1,2,62.2,58.0,6.846943139585379,941
0.23,4,4,5,60.9,57.0,6.272877006546167,530
1.01,3,3,2,61.0,59.0,8.473241303887054,4785
0.43,3,3,2,62.6,59.0,6.834108738813838,929
0.92,1,1,3,59.6,61.0,8.23880116587155,3785
0.33,4,3,5,60.4,57.0,6.634633357861686,761
1.04,3,5,3,61.1,59.0,8.878358040627822,7175
1.27,3,1,2,60.9,59.0,8.628376720376853,5588
2.51,3,0,2,59.6,60.0,9.7672095342435,17452
0.31,3,1,5,62.2,57.0,6.548219102762372,698
0.71,2,1,3,62.3,58.0,7.62657020629066,2052
0.54,3,5,3,60.0,58.0,7.443663683115591,1709
1.01,4,3,2,62.2,55.0,8.549853973655786,5166
0.31,4,3,6,61.6,54.0,6.656726524178391,778
0.56,4,4,4,61.9,55.0,7.60887062919126,2016
0.32,4,5,7,61.9,56.0,6.9985096422506015,1095
0.53,4,6,2,62.3,56.0,7.428333194190806,1683
1.03,2,1,4,62.9,53.0,8.604287898267172,5455
1.54,2,2,2,62.2,58.0,9.237858258012922,10279
2.04,4,1,2,62.8,57.0,9.6006918422743,14775
1.17,4,0,2,62.1,57.0,8.43750042250699,4617
